global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
573.860794070512	-0.3444716952582212	0.1186607488340728	329316.2109712386	663.3747062832701	1.541226734834595	2.375379848168907	440066.0009364149	521.2196935253816	-0.6324015884540586	0.3999317690792164	271669.96891869267	562.8386153647299	490.0673752321516	0.974867	16.29895	0.0848929493668278	0.0561745373666558	0.0145753802	0.1283872632	-0.0302242449	0.0076605759	0.0395508884	-0.1121951113	0.092503464	0.1833822964	-0.133551263	-0.0048934305	0.1048925978	-0.0637726198	0.0828971402	0.0113262379	-0.1049003987	-0.0744228592	0.0499837892	0.0263930566	0.1154941125	0.00834976	-0.0145991508	-0.0181738756	0.1097766728	-0.1299295801	-0.0818146892	0.2084060205	0.1423508932	0.0067627627	0.0418704619	-0.0813724401	-0.0261184787	0.0497147502	-0.1255714778	0.0790451944	-0.1679594356	-0.0691950487	0.1641169108	-0.0390811791	0.0168219697	-0.0411831924	-0.0465644241	0.0889670807	-0.0705594341	0.0228481405	0.0437907917	0.0699667492	-0.0693871327	-0.1665261952	-0.0900826326	0.0976249638	0.1391894478	0.0028555166	-0.0403270585	-0.0357138335	0.0651155939	0.0499698986	-0.0052735268	0.0332079231	0.0498610941	0.056191553	0.0226116285	0.0652771558	-0.1052929068	0.0153411425	-0.0225354045	-0.0443726828	0.013454363	-0.0691025644	0.0512062208	0.0714815253	0.0519600291	-0.0577128597	0.1080147157	0.0484275684	-0.0918913748	-0.0235085473	0.123685865	-0.1659468864	-0.1108906529	0.0931535944	0.017744846	-0.0224548666	-0.1182836902	-0.1154519763	0.0544348284	0.0555613836	0.1095427573	0.0148487273	0.0151502248	0.1807735172	-0.0596167866	0.0116223587	0.0176968786	-0.0761422388	0.1005991057	0.0598166067	0.003627002	-0.0061414799369003	0.0037346700104451	1.3947760086918006e-05	3.771777581534892e-05	0.0722532007468856	0.0538106744321993	0.0028955886828481	0.0052205250181697	-0.0312065618514694	-0.0104967020058523	0.0009738495025895	0.0001101807529996	-0.0001600013589006	-0.0001140083176868	2.560043485003861e-08	1.2997896501776753e-08	-6.199647649518525e-05	3.400661781083335e-05	3.843563097818057e-09	1.1564500549320879e-09	-4.400499474097773e-05	-0.0001890031228689	1.936439562153477e-09	3.572218045422589e-08
572.9159308879298	-0.9448631825822532	0.8927664337994642	328232.6638651832	661.0441350301106	-2.330571253159519	5.431562366053531	436979.3484577072	520.9511154542828	-0.2685780710987728	0.0721341802751374	271390.06469306146	562.394185420207	486.3190682383946	1.04549	17.479723	0.1025529081619096	0.0557875690670152	0.0341721737	0.1878055202	0.0062716235	-0.0672938862	0.002896083	-0.0372357413	0.0914797777	0.1262669275	-0.0977026444	0.0586993171	0.0942244033	0.0319663154	0.06346639	-0.121565677	-0.0237715046	0.0470600325	-0.0260899544	0.0065418744	0.0120890543	-0.1563981587	-0.1519457966	0.0178861778	-0.0059550116	-0.0256505869	0.0608685789	-0.1690264009	-0.0837007706	-0.0191863951	-0.0927161988	-0.1156495803	0.0202746122	0.1461780514	-0.0061386438	-0.1163237647	-0.1781218284	-0.0348323955	0.0032882889	-0.0405114564	0.0411265669	0.0772181243	-0.1543971082	0.146628156	-0.1145860208	-0.0105172039	0.027230994	0.0861533346	-0.0840540806	-0.1364740728	0.058808358	0.1078446989	-0.0069260883	0.0220448377	-0.0610375692	-0.0573977709	0.0563499164	-0.0499354702	-0.00013912	-0.0176184036	-0.0829611409	0.0890287878	-0.0030234067	-0.0261782607	0.2059290058	0.051688551	-0.0633975055	0.0241506229	0.0140356514	0.0329415027	0.0377470834	0.0101380641	0.062560424	-0.0855246616	-0.0406137827	-0.0673977351	-0.0974175792	-0.0659474094	0.1240695722	-0.1216866235	-0.0166579188	0.0644296446	0.0227901227	-0.0232340787	-0.1043798465	-0.0089519842	-0.0659502991	0.0032868397	0.1674535861	0.0467722859	-0.1259090185	-0.0063602248	0.009926104	-0.0624164424	-0.0256684595	0.0278629818	0.0993899282	0.0556281227	-0.003627002	0.0080415344186235	0.0141830143555238	0.0002011578962089	6.466627580590639e-05	0.0881875466799613	0.0159343459330757	0.0002539033803149	0.0077770433894303	0.0184028078334606	0.04960936968493	0.0003386633361552	0.002461089560536	-8.148180702568928e-05	7.851955187491072e-05	6.639284876171667e-09	6.165320026636795e-09	-0.0002510057355935	-0.0001890092590983	6.300387930083403e-08	3.5724500024893885e-08	0.0001449897580534	0.0001889947527943	2.1022029940383463e-08	3.5719016583807945e-08
572.7020040285702	-0.213926859359617	0.0457647011554693	327987.5854183404	662.185277856565	1.1411428264543702	1.3022069503682687	438489.34220997617	520.9306038200082	-0.0205116342746123	0.0004207271406154	271368.69399627834	561.6585136480206	476.90928458895	1.177862	19.692863	0.0763729826811412	0.0354669930874406	0.0650934139	0.0677031755	0.0971395808	0.0554875884	0.1046237907	0.0414913507	0.1454847243	0.0718085297	-0.0614403562	-0.0687601068	0.1335947282	-0.0593386931	0.0253816709	-0.0751981684	0.0153966382	-0.0227228559	0.0038065516	0.0238571583	0.0101273399	0.0053407451	-0.0418331417	-0.010357077	-0.0280933308	0.0923676829	-0.1373678525	-0.0208186849	-0.0806336559	0.0094535052	0.055220716	0.0617778969	0.1679647503	0.0747171665	0.0391577782	0.0391627002	0.1311774959	-0.0327966043	-0.009794434	0.0566226817	0.0458294429	0.0642955189	0.0502583274	0.0035833383	-0.0999945139	-0.0397476385	-0.1166467232	0.0805530733	0.0102558156	-0.1443517594	0.0084154171	-0.005128528	0.0130588107	0.0778738532	-0.0524907028	-0.0155564681	0.1028099199	0.0250271324	0.1210991282	0.1247648763	-0.0675319334	-0.0227580216	-0.2024204645	-0.0230187914	-0.0376634707	0.0677418503	-0.0283422279	-0.0317131778	0.0659016755	-0.03958222	-0.01082339	0.0398525494	0.0444531634	-0.066941227	-0.0277830817	-0.0215987756	-0.0428952868	0.0680702255	0.1574362271	-0.0060109447	0.0149798229	-0.0303697635	0.0469148374	0.0203542426	-0.0983115971	0.0458260635	-0.0461998937	0.0319669132	0.0618444803	-0.1425973778	0.1148235096	-0.109937364	-0.1881158853	0.008978726	-0.0342843613	-0.0776145767	0.098137155	0.0513420481	-0.010866692	-0.0069354874068778	-0.0149770218255013	0.0002243111827615	4.810098557096056e-05	0.0652374137811904	-0.0229501328987709	0.0005267086000712	0.0042559201568582	0.0368232770312531	0.0184204691977925	0.0013559537313204	0.0003393136854668	9.10016653419819e-05	0.0001724834723676	8.28130309501407e-09	2.9750548240009185e-08	-2.299342256883996e-05	0.0002280123130246	5.286974814292387e-10	5.198961489085557e-08	0.0001450011478426	1.1389789200005364e-08	2.1025332875671543e-08	1.2972729802055882e-16
574.1492274184889	1.4472233899186904	2.0944555403277456	329647.33534524764	662.5411372166054	0.3558593600404265	0.1266358841283819	438960.7585042728	520.699858486763	-0.2307453332451814	0.0532434088144298	271128.342628135	560.5862882050537	481.2586289051601	1.271091	21.251572	0.0589292085976298	0.0267732659916484	0.0290423947	-0.0468504328	0.0358585036	0.0792443397	0.0321201591	-0.0831679084	-0.112590387	0.0059974774	0.0212780739	0.0902254318	-0.0550626366	-0.050836027	-0.0156323478	0.0367316739	0.1362044204	-0.049612714	-0.0408036171	0.0715221543	-0.1202715408	-0.0211927336	-0.012468918	-0.0395396321	-0.0101336552	-0.039629164	-0.0706396927	0.1761278642	-0.0437149074	0.1064641614	0.0886647845	-0.0394322023	0.2368883695	-0.0711063627	0.0684438244	-0.0606264922	-0.0421352419	0.0678821216	-0.0941244454	0.0655019268	0.1417314136	-0.0549941006	0.2435869189	0.0360608669	-0.0699744051	0.0409210535	-0.1042841183	-0.0053620094	0.073774252	0.0335837752	-0.0853498455	0.0009424973	-0.0129633257	0.026414552	0.1586092956	-0.0504189102	0.108269288	0.0478141897	0.0518395902	0.0257998289	-0.1854002479	0.0595138832	-0.1335133926	-0.1121202248	-0.1722638039	-0.013661499	-0.2329726715	-0.032135456	-0.0373806174	-0.0644052505	-0.1416386417	0.0304247578	0.0380793974	-0.020279536	0.1120540641	-0.023269173	0.0466977816	0.0015897908	0.0272241865	0.0185442863	-0.0400240458	-0.0187805207	0.1207237991	0.1191599241	-0.1339527156	0.1144406833	-0.0580554088	-0.0190373282	0.1001095	0.0079285907	0.1460416407	-0.0271473525	0.0042227122	0.0128259254	0.1509571879	-0.2462353847	0.0968413356	0.0469659021	-0.0180634961	-0.0122746483370548	-0.005339160930177	2.8506639438328524e-05	0.0001506669917983	0.0484179092727146	-0.0168195045084757	0.0002828957319106	0.0023442939383408	0.0216784422225231	-0.0151448348087299	0.0004699548571952	0.0002293660213837	-0.0001154819496168	-0.0002064836149587	1.3336080687297137e-08	4.26354832464465e-08	-0.0002490085329949	-0.000226015110426	6.20052495042722e-08	5.108283014090412e-08	0.0001449857062225	-1.5441620099991907e-08	2.1020855008837075e-08	2.3844363131247406e-16
575.5810387381471	1.431811319658209	2.050083655101382	331293.5321548844	661.0667608522901	-1.474376364315276	2.173785663651532	437009.262303739	522.2215140772662	1.521655590503201	2.315435736109645	272715.30976515234	563.2923874390004	495.6984572165353	1.17163	19.588667	0.0555601809378597	0.0279240659528005	-0.0295047223	0.0197477541	-0.1430854214	0.0184660698	-0.0786778645	-0.008377349	-0.0893843635	0.0969991755	0.1383029471	0.1998143518	-0.1228323737	0.1541958857	0.0751089405	-0.0668351021	-0.0084969567	-0.0651932704	-0.1524938409	0.1044033152	0.1419794648	-0.1115471569	0.0830561276	-0.0559758251	-0.0080807665	-0.1308230407	-0.0513588202	0.204962011	-0.1424206394	-0.1054222189	0.0229418557	0.0686345102	-0.0780977082	-0.171259859	0.0267488558	0.0314638685	0.178620866	0.0908289319	-0.03189368	-0.0701338816	0.0089626522	-0.0047846807	-0.0352178473	0.0324942602	-0.0468698617	-0.0632494965	-0.0216927296	-0.0078845785	-0.0169028286	0.0906540195	0.1024834405	0.1970072767	0.0197123994	0.1318418636	0.1630658585	-0.0860827645	0.1241190097	0.0632992181	-0.0449073462	-0.0611491945	-0.0404876098	0.2707537009	0.0012815424	0.0217248562	-0.0740034129	-0.0736622561	-0.0354271037	-0.1205205257	-0.0755477479	0.0681987818	0.0800815651	-0.0748674222	0.0698913987	-0.0435922569	-0.041455798	-0.1518782286	0.0751332406	-0.0973921722	-0.00160779	0.0385061988	-0.0641164573	-0.0096183947	0.1400580887	0.1082171121	-0.0924723747	0.1534785174	0.0243722241	0.0025017957	0.2022259006	0.001504371	0.0103723289	-0.0431767783	0.0440507419	0.0217582167	0.0125821205	0.011034571	0.0955030384	0.0425073619	-0.0251890118	-0.0014194220592997	0.0108552262777551	0.0001178359375412	2.0147589824266008e-06	0.0651486830327741	0.0167307737600595	0.0002799187906102	0.0042443509009048	0.0298278558745082	0.008149413651985	0.0008897009860704	6.641294287116111e-05	-0.0003559625257033	-0.0002404805760864	1.267093197050725e-07	5.7830907474894915e-08	-0.0002490535680796	-4.50350847000145e-08	6.202767977317996e-08	2.0281588539374797e-15	0.0003009554400125	0.00015596973379	9.057417687311749e-08	2.4326557858523473e-08
575.1334343937507	-0.4476043443963817	0.2003496491225147	330778.46735755075	662.535297648112	1.4685367958218194	2.156600320682616	438953.02062967233	522.6798174969562	0.4583034196899689	0.2100420244995197	273194.1916186514	563.3988072924218	496.3293273707799	1.033225	17.274656	0.0408265396809926	0.0247381397133332	-0.0275086616	0.0212021439	-0.2066084422	-0.0079369411	-0.0403733024	0.0576828759	0.0641744884	0.0913556938	0.1653397098	0.0029537453	-0.1830357524	0.0074874913	0.0690334419	0.0860373636	-0.0908388124	0.0398983122	-0.2089962834	0.1118935296	0.1630444694	-0.0653182725	0.0375001572	0.0229144892	0.0595839287	-0.0348832195	0.0250237032	0.0250019232	-0.0668572299	-0.0400241922	0.0822219925	0.1378211884	0.0851793	0.0088015012	0.1003006599	-0.0234281377	-0.053935773	0.1038202356	0.0496720349	0.1053152144	0.0877058832	0.0120563867	0.0348946237	-0.0321954825	0.0512373892	0.0365753747	0.1592253525	-0.050037184	-0.0506937094	0.0810084468	0.0534806493	-0.0023628584	0.1422395228	0.2235896058	0.094468747	-0.0530912848	0.1284122478	-0.0013499824	-0.052654239	0.0305703337	0.0107640989	0.0553133472	0.0209129974	-0.0144925989	0.0205019916	-0.0893260766	-0.1082007594	0.0186952628	-0.0340114073	0.1873076768	-0.0940203412	0.1081012674	0.0673741204	-0.0385283823	-0.0524143159	-0.0980769166	0.1346664276	0.0679041285	0.0783703971	0.0598201152	-0.0272441551	0.0169251523	0.1752355872	0.0782179029	-0.0575036173	0.1024775873	0.0616885421	-0.0321320394	0.2150327361	0.0588973084	0.0464314204	0.0211304582	-0.010340351	0.1273492422	0.0016508802	0.1048232045	0.0941228505	0.0379742494	-0.032215118	0.0033610438040767	0.0047804658633764	2.285285387090707e-05	1.1296615452922377e-05	0.0575556234623064	-0.0075930595704677	5.765455364067114e-05	0.0033126497921347	0.024930964459628	-0.0048968914148802	0.0006215529888872	2.3979545529127407e-05	5.504494666006731e-05	0.0004110074723633	3.0299461528096553e-09	1.6892714233852413e-07	-0.0002489902864777	6.328160190001779e-08	6.199616276024713e-08	4.004561139032333e-15	0.0003610071426926	6.005170268010002e-05	1.303261570750753e-07	3.6062069947791317e-09
573.9083530182947	-1.225081375455943	1.5008243764890254	329370.7976641716	660.6342646879308	-1.901032960181169	3.613926315695178	436437.631679763	521.7149562234117	-0.9648612735444432	0.9309572771858046	272186.4955471964	561.9190154207499	489.2594920839582	1.114751	18.637697	0.0219099161612664	0.010727981453234	0.0263887567	0.020076841	-0.1590750827	-0.0035368543	-0.0700779486	-0.0096186431	-0.0505031557	0.0811220437	0.0344716193	-0.04912791	-0.1401487115	-0.05115497	0.0779825777	0.0856593673	0.0118646619	-0.1631693569	0.0042458497	0.0484602905	-0.0804221574	-0.0111581578	-0.1554447254	-0.0048932671	0.0364618736	0.0034893684	-0.0780495371	0.0161510435	-0.1465596888	0.1511414982	-0.1155581493	0.0981878842	0.102979734	0.0891437451	0.0945066031	0.0665256576	-0.1015053797	0.0136440383	0.1991019847	-0.0690353537	-0.1150590659	-0.1131888129	0.0093766971	-0.0222094718	-0.0412612571	-0.0037102023	-0.2354682494	-0.0716211858	-0.040678164	0.0439389129	-0.1571795897	0.0687193565	0.0693348881	0.0910733353	0.0622863411	-0.003758676	0.1163744463	-0.0374012143	0.0076679599	0.0672250155	-0.1447504161	-0.0505111423	0.0477863537	-0.1046887922	-0.0186520165	-0.0912579446	-0.1101000809	0.1056807546	0.0020550502	-0.0164449405	-0.1907077092	0.0163670344	0.0800853253	-0.0254645135	0.1360914751	-0.082074765	0.1384156784	-0.0408430302	0.0162042278	0.0270665088	-0.0194583892	-0.0284459073	0.1366944551	0.0479553257	-0.021846675	0.1367213729	0.0564216987	-0.0334457998	0.1700161677	0.2210861684	0.1403293604	0.1163153849	0.0705263612	-0.1234122966	0.0423522936	-0.0701443256	0.0927013771	0.0333745172	-0.0391140859	0.002839913998585	-0.0005211298054916	2.715762741718168e-07	8.065111519359045e-06	0.0545278266944961	-0.0030277967678103	9.167553267162504e-06	0.002973283884025	0.0216203000247219	-0.003310664434906	0.0004674373731589	1.0960499000552117e-05	-0.0001199744174463	-0.0001750193641063	1.4393860841579052e-08	3.0631777812197166e-08	-0.0001560195739107	9.2970712567e-05	2.4342107443276377e-08	8.643553395215732e-09	0.0003279907163048	-3.301642638780004e-05	1.0757790998213581e-07	1.0900844114210186e-09
573.7551285668607	-0.1532244514340845	0.0234777325172761	329194.94755677483	659.4142782772288	-1.2199864107019494	1.4883668422974254	434827.1903958786	522.3241710202814	0.6092147968696509	0.3711426687249299	272822.5396320241	562.4785029593166	482.86038615635465	1.078827	18.037086	0.0525350922272586	0.0253747172083838	0.0547470514	0.0204025121	-0.1334603274	-0.0157898455	-0.1263864125	0.0561668038	-0.003285582	0.0475734455	0.0039311347	0.039893611	-0.1300865536	0.1300800452	0.1417905775	-0.0760505475	0.026484424	-0.1354514316	-0.0661860162	-0.0344346291	0.0789510646	-0.0423465258	0.0462769079	0.1301840069	0.0422370029	0.0380561779	-0.0539582663	-0.0741299103	0.0218207984	-0.0676715035	-0.0086585294	-0.0608228849	-0.0656549676	-0.0350466289	0.2256002316	0.0239359411	-0.1390296527	-0.1071536774	0.027057048	-0.0413410092	-0.0654301956	0.1438358747	0.0009141619	0.0662402143	-0.0058652556	-0.0526793996	-0.1398838747	-0.0599347676	-0.0915776803	0.0747290979	0.0359008961	0.1528815944	-0.0562847331	0.1500350085	0.0648047868	-0.0233757676	0.0451137414	0.0157951203	0.0629152032	0.1464963035	0.06582149	-0.0369974267	-0.0078027412	-0.0264339374	0.0750341512	-0.140893025	0.0464269822	-0.0932783249	0.0319530939	0.1803007326	0.0953951139	0.1396961872	0.0883767104	-0.0193002711	-0.0910246321	-0.1345752187	0.0953667631	-0.0946274534	-0.0161035914	-0.0122859406	-0.0095895994	0.0384802558	0.13737787	0.0192996089	0.0002346832	0.1012837399	0.0469657266	-0.1045626289	0.0569731053	0.0756141485	0.1023217806	-0.0134971536	-0.020414751	0.043829083	-0.1113299824	0.1712924165	0.0912392418	0.0287162347	-0.0458586883	0.0219250807620738	0.0190851667634888	0.0003642435903901	0.0004807091664234	0.0456257453718365	-0.0089020813226596	7.924705187524489e-05	0.0020817086407356	0.0337674611415721	0.0121471611168502	0.0011402414319475	0.0001475535231987	-0.0002109508924257	-9.09764749794e-05	4.450027901519925e-08	8.276718999677395e-09	-0.0003060336547289	-0.0001500140808182	9.365659782672757e-08	2.2504224443729442e-08	0.0003209676116172	-7.023104687599996e-06	1.0302020770724975e-07	4.932399945298904e-11
574.1459296465933	0.3908010797326824	0.1527254839202304	329643.5485297509	660.4716091529996	1.057330875770731	1.117948580858101	436222.7464971526	522.0432965167157	-0.2808745035656557	0.0788904867532535	272529.2034380396	562.6377756932243	483.6396428707668	1.050585	17.564892	0.0813362152204629	0.0474235330889215	0.0413697892	0.035989222	-0.1216797547	-0.0709014144	-0.0376678801	0.0495004808	0.0713272372	0.0249129278	0.0741493056	-0.0731496322	-0.0475826713	-0.0467263032	0.082842929	0.0796644569	0.0139251442	0.0749201618	-0.1094063726	0.0105831555	0.0772254428	0.0672944904	0.0419256807	0.0920230623	0.0389418091	0.1604378799	-0.046218975	-0.0079319882	-0.0197273515	-0.1633171885	0.0261530363	-0.0136024804	-0.0203273194	0.0382002053	-0.0839364868	0.0899143606	0.0147396044	0.061553099	-0.0456271514	0.1662790305	-0.0391645703	-0.0496247577	-0.0093605346	-0.0329976641	0.0104899611	0.0529001217	0.0609756352	-0.0286994003	-0.0997956631	0.0185650922	-0.006249604	-0.0778827656	0.0293568582	0.160791186	-0.0140944968	0.0373234579	0.0220852934	0.0602610778	0.1253075282	-0.089999033	0.0889935657	0.017600715	-0.0648616529	-0.0859866243	0.0861948437	0.1379277517	0.1432311159	0.0310202247	0.0539311104	-0.0372357173	-0.0161999733	0.0024725372	0.0876740719	-0.0451563858	-0.0686922993	-0.0075569082	0.179449037	0.0421025238	0.0465471101	0.0064291977	-0.0157403219	-0.055409951	0.1075235961	-0.027705503	0.0803140321	-0.0812169581	-0.2462131291	-0.0219602453	0.0325163249	-0.0151991588	0.0629773548	-0.0628100132	-0.1151400689	0.0967403824	0.0203626575	-0.0358917195	0.089737086	0.0240075741	-0.0524223074	0.013048375206921	-0.0088767055551527	7.879590151288056e-05	0.0001702600955405	0.0024623615537677	-0.0431633838180688	0.0018630777026259	6.063224421473281e-06	0.0261976874442595	-0.0075697736973125	0.0006863188274271	5.730147382852565e-05	-4.9476828169025584e-05	0.0001614740642566	2.4479565256672837e-09	2.607387342756861e-08	-0.0001150103287854	0.0001910233259435	1.3227375727325808e-08	3.648991105451664e-08	0.0004029972644156	8.202965279839998e-05	1.62406795126457e-07	6.728863938226051e-09
574.1390122152382	-0.0069174313551911	4.785085655378214e-05	329635.6053474894	660.2750493068321	-0.1965598461674744	0.0386357731253812	435963.1407371396	521.944197362783	-0.0990991539326842	0.0098206423101738	272425.7451606798	562.6703481521496	483.889773537772	0.913758	15.277271	0.0592358123038383	0.0426166630318451	0.0363594562	0.0632914312	-0.1237383488	-0.0879745224	-0.0657528624	-0.0447435168	-0.0058662235	-0.0161985796	-0.0004726872	0.0036176746	-0.1110432089	-0.022036883	0.1307768805	0.0628552491	0.0350811485	0.0093945667	-0.0368747121	0.1100170221	0.0189564423	0.0461841121	-0.1287029367	0.0405484377	-0.035963275	-0.0017910348	0.1016096581	0.0038235357	-0.0339653128	-0.1800994248	-0.0433254891	0.0082716211	-0.017824508	0.0005735194	-0.052595528	0.018529648	0.0981248905	-0.1326996482	-0.0313346821	0.1826030141	-0.0577730567	0.05357591	-0.0951103466	-0.0308472895	-0.0947604065	0.0168459445	0.0784871108	-0.0455674901	-0.1133318146	0.0350865068	-0.0413279958	0.0020258549	0.0077678643	0.0748035923	0.0551110303	0.044933021	0.0918818376	0.0193327491	0.0676999446	-0.1353810719	-0.0699152791	-0.0681779347	-0.066142423	-0.0040849328	0.14334682	0.0840017573	0.009819517	0.05898065	0.0095175171	-0.0435745975	0.0730758405	-0.0328825359	0.0840084104	-0.0126467122	0.0473295823	0.0058098186	0.1407802856	-0.0381186431	0.0468826838	0.0023995549	-0.0010735005	-0.0141656396	0.1173865463	0.0127920893	0.1052769908	0.002070404	-0.2102007486	0.145985645	0.0673389336	0.1165315388	0.1106878163	-0.0876591476	0.0117697311	-0.0617373432	0.1018415729	-0.0637394613	0.0881955685	0.0192567962	-0.0587790397	0.0175798239804976	0.0045314487735766	2.053402798754888e-05	0.0003090502111852	0.0444438251914789	0.0419814636377112	0.0017624432891644	0.0019752535976507	0.0216002054557336	-0.0045974819885259	0.0004665688757299	2.1136840634820067e-05	2.00132304463567e-05	6.949005861538228e-05	4.005293928989788e-10	4.828868246369265e-09	-5.99957493427894e-05	5.50145794426106e-05	3.599489939202815e-09	3.0266039512473126e-09	0.0004410009844381	3.8003720022500005e-05	1.944818682753733e-07	1.4442827355485678e-09
573.5767845268759	-0.5622276883622135	0.3160999735611182	328990.32774819026	660.1272623997108	-0.147786907121258	0.0218409699164673	435768.0025633367	522.0389342582292	0.0947368954462035	0.0089750793587849	272524.64888146776	562.6044005931204	483.953661504473	1.0452	17.474863	0.1284440112860528	0.0662683064993583	0.0708613076	0.0693615039	-0.1873174079	-0.0414239623	-0.1023495029	-0.0306614485	-0.0088174556	0.0189161953	-0.0046855791	-0.058954677	-0.0444067436	-0.0171462172	0.1815348758	0.0051791727	0.0525940401	-0.0342322537	-0.0044054009	-0.1380654557	0.0227712712	0.0859934306	0.0344455076	-0.0699289967	0.126820469	0.0748357286	-0.0379598776	-0.1308181743	-0.0162978233	0.0523977901	0.1302374961	0.0379489358	-0.0065770826	0.0136699459	-0.027941865	0.0761507704	0.1401817975	0.1283598232	0.1038139391	0.0868555007	0.0409882708	-0.0298327261	0.0687245957	-0.0477297634	-0.03268009	0.0202924184	0.0128901705	-0.0511889256	-0.1062443524	0.0035989654	-0.0878549874	0.0921500722	-0.0403151025	0.0727906346	0.0498960132	-0.032504144	0.0623345368	-0.0098715529	0.1313315928	-0.0862844978	0.1009028666	-0.0671010803	-0.0578323686	-0.0280997067	0.0257274061	0.0809787191	0.1823438211	0.0862675582	-0.003731947	-0.0950100468	-0.0038546313	0.0009863292	0.1558966508	-0.0541306132	-0.0102329452	-0.0857953899	0.1880826875	-0.1087654539	-0.0345952221	-0.0290305235	-0.0478077767	-0.1207214345	0.1312041172	-0.1666954241	0.1133450533	-0.0057165148	-0.1391434089	-0.1432575906	-0.0566873326	0.0224860114	-0.0624781143	-0.0225115562	-0.1198455127	0.1384075956	0.0860848746	0.0351264444	0.0866153656	0.0144722352	-0.0649037979	0.0550079403075187	0.0374281163270211	0.001400863891789	0.0030258734968755	-0.0034856189067227	-0.0479294440982016	0.0022972316115626	1.2149539162902751e-05	0.0312814238661687	0.0096812184104351	0.0009785274790949	9.372598991054754e-05	2.012074535824701e-05	1.0751491189031105e-07	4.048443937714186e-10	1.1559456278781347e-14	-0.0002679911150025	-0.0002079953656597	7.181923772028319e-08	4.3262072135916724e-08	0.0009010027528744	0.0004600017684363	8.118059606872471e-07	2.116016269645234e-07
